2026-08-30 13:28:43Z ok [cloud] 14.5s events: - | eq=9612.08 pos=1
2026-08-30 13:30:43Z RF ok: - | C2=12378.17 C3b=14236.96
2026-08-30 13:30:43Z ok [cloud] 13.6s events: - | eq=9610.68 pos=1
2026-08-30 13:43:43Z RF ok: - | C2=12378.17 C3b=14236.96
2026-08-30 13:43:43Z ok [cloud] 14.4s events: - | eq=9614.53 pos=1
2026-08-30 13:45:52Z RF ok: - | C2=12378.17 C3b=14236.96
2026-08-30 13:45:52Z ok [cloud] 14.1s events: - | eq=9622.22 pos=1
2026-08-30 13:58:53Z RF ok: - | C2=12378.17 C3b=14236.96
2026-08-30 13:58:53Z ok [cloud] 14.4s events: - | eq=9622.57 pos=1
2026-08-30 14:00:47Z RF ok: - | C2=12378.17 C3b=14236.96
2026-08-30 14:00:47Z ok [cloud] 14.5s events: - | eq=9620.82 pos=1
2026-08-30 14:14:01Z RF ok: - | C2=12378.17 C3b=14236.96
2026-08-30 14:14:01Z ok [cloud] 14s events: - | eq=9618.03 pos=1
2026-08-30 14:15:41Z RF ok: - | C2=12404.94 C3b=14284.43
2026-08-30 14:15:41Z ok [cloud] 13.6s events: - | eq=9616.28 pos=1
2026-08-30 14:28:47Z RF ok: - | C2=12404.94 C3b=14284.43
2026-08-30 14:28:47Z ok [cloud] 15.3s events: - | eq=9618.03 pos=1
2026-08-30 14:30:48Z RF ok: - | C2=12404.94 C3b=14284.43
2026-08-30 14:30:48Z ok [cloud] 13.8s events: - | eq=9617.33 pos=1
2026-08-30 14:43:41Z RF ok: - | C2=12404.94 C3b=14284.43
2026-08-30 14:43:41Z ok [cloud] 14.5s events: - | eq=9618.38 pos=1
2026-08-30 14:45:39Z RF ok: - | C2=12404.94 C3b=14284.43
2026-08-30 14:45:39Z ok [cloud] 13.3s events: - | eq=9616.28 pos=1
2026-08-30 14:58:39Z RF ok: - | C2=12404.94 C3b=14284.43
2026-08-30 14:58:39Z ok [cloud] 13.4s events: - | eq=9617.68 pos=1
2026-08-30 15:00:44Z RF ok: - | C2=12404.94 C3b=14284.43
2026-08-30 15:00:44Z ok [cloud] 13.4s events: - | eq=9619.42 pos=1
2026-08-30 15:13:41Z RF ok: - | C2=12404.65 C3b=14283.83
2026-08-30 15:13:41Z ok [cloud] 14.8s events: - | eq=9612.78 pos=1
2026-08-30 15:15:53Z RF ok: - | C2=12399.28 C3b=14273.77
2026-08-30 15:15:53Z ok [cloud] 15.4s events: - | eq=9607.53 pos=1
2026-08-30 15:28:41Z RF ok: - | C2=12399.28 C3b=14273.77
2026-08-30 15:28:41Z ok [cloud] 15.6s events: - | eq=9613.83 pos=1
2026-08-30 15:30:44Z RF ok: - | C2=12399.28 C3b=14273.77
2026-08-30 15:30:44Z ok [cloud] 14.6s events: - | eq=9615.23 pos=1
2026-08-30 15:45:54Z RF ok: - | C2=12399.28 C3b=14273.77
2026-08-30 15:45:54Z ok [cloud] 13.6s events: - | eq=9615.23 pos=1
2026-08-30 16:03:16Z scan 4h bar=2026-08-30 12:00: pass=4/20 (BTC-USDT long, ETH-USDT long, BNB-USDT long, LINK-USDT long), btc=up fng=69 flat=off
2026-08-30 16:03:24Z RF ok: - | C2=12399.28 C3b=14273.77
2026-08-30 16:03:24Z ok [cloud] 132.2s events: ENTRY T28 BTC-USDT long; ENTRY T29 ETH-USDT long | eq=9605.35 pos=3
2026-08-30 16:16:09Z RF ok: - | C2=12365.5 C3b=14213.91
2026-08-30 16:16:09Z ok [cloud] 33.1s events: - | eq=9749.59 pos=3
2026-08-30 16:31:25Z RF ok: - | C2=12365.5 C3b=14213.91
2026-08-30 16:31:26Z ok [cloud] 40.2s events: - | eq=9709.97 pos=3
2026-08-30 16:46:00Z RF ok: - | C2=12365.5 C3b=14213.91
2026-08-30 16:46:00Z ok [cloud] 32.5s events: TP1 T29 ETH-USDT | eq=9785.4 pos=3
2026-08-30 17:01:13Z RF ok: - | C2=12365.5 C3b=14213.91
2026-08-30 17:01:13Z ok [cloud] 30.9s events: - | eq=9786.03 pos=3
2026-08-30 17:16:03Z RF ok: - | C2=12365.5 C3b=14213.91
2026-08-30 17:16:03Z ok [cloud] 29.9s events: - | eq=9743.76 pos=3
2026-08-30 17:31:00Z RF ok: - | C2=12365.5 C3b=14213.91
2026-08-30 17:31:00Z ok [cloud] 30.4s events: - | eq=9687.08 pos=3
2026-08-30 17:46:00Z RF ok: - | C2=12365.5 C3b=14213.91
2026-08-30 17:46:00Z ok [cloud] 30.7s events: - | eq=9733.08 pos=3
2026-08-30 18:00:58Z RF ok: - | C2=12365.5 C3b=14213.91
2026-08-30 18:00:58Z ok [cloud] 30.8s events: - | eq=9729.66 pos=3
2026-08-30 18:16:21Z RF ok: - | C2=12365.5 C3b=14213.91
2026-08-30 18:16:21Z ok [cloud] 30.2s events: - | eq=9691.62 pos=3
2026-08-30 18:30:59Z RF ok: - | C2=12365.5 C3b=14213.91
2026-08-30 18:30:59Z ok [cloud] 30.6s events: - | eq=9751.56 pos=3
2026-08-30 18:46:00Z RF ok: - | C2=12365.5 C3b=14213.91
2026-08-30 18:46:00Z ok [cloud] 31.4s events: - | eq=9749.55 pos=3
2026-08-30 19:01:00Z RF ok: - | C2=12365.5 C3b=14213.91
2026-08-30 19:01:00Z ok [cloud] 29.5s events: - | eq=9741.99 pos=3
2026-08-30 19:16:04Z RF ok: - | C2=12365.5 C3b=14213.91
2026-08-30 19:16:04Z ok [cloud] 33.6s events: - | eq=9731.08 pos=3
2026-08-30 19:31:00Z RF ok: - | C2=12365.5 C3b=14213.91
2026-08-30 19:31:00Z ok [cloud] 30.7s events: - | eq=9721.96 pos=3
2026-08-30 19:46:10Z RF ok: - | C2=12365.5 C3b=14213.91
2026-08-30 19:46:10Z ok [cloud] 37.3s events: - | eq=9678.7 pos=3
2026-08-30 20:03:23Z scan 4h bar=2026-08-30 16:00: pass=2/20 (XRP-USDT long, DOGE-USDT long), btc=up fng=69 flat=off
2026-08-30 20:03:31Z RF ok: - | C2=12365.5 C3b=14213.91
2026-08-30 20:03:31Z ok [cloud] 149.5s events: - | eq=9717.02 pos=3
2026-08-30 20:16:12Z RF ok: - | C2=12365.5 C3b=14213.91
2026-08-30 20:16:12Z ok [cloud] 29.9s events: - | eq=9712.19 pos=3
2026-08-30 20:31:00Z RF ok: - | C2=12365.5 C3b=14213.91
2026-08-30 20:31:00Z ok [cloud] 31.2s events: - | eq=9684.35 pos=3
2026-08-30 20:46:09Z RF ok: - | C2=12365.5 C3b=14213.91
2026-08-30 20:46:09Z ok [cloud] 32.4s events: - | eq=9631.39 pos=3
2026-08-30 21:01:10Z RF ok: - | C2=12365.5 C3b=14213.91
2026-08-30 21:01:10Z ok [cloud] 37s events: - | eq=9625.81 pos=3
2026-08-30 21:16:09Z RF ok: - | C2=12365.5 C3b=14213.91
2026-08-30 21:16:09Z ok [cloud] 38.6s events: EXIT T29 ETH-USDT be-stop 62.09 USD | eq=9606.7 pos=2
2026-08-30 21:24:50Z RF ok: - | C2=12365.5 C3b=14213.91
2026-08-30 21:24:50Z ok [cloud] 22s events: - | eq=9607.74 pos=2
2026-08-30 21:31:11Z RF ok: - | C2=12365.5 C3b=14213.91
2026-08-30 21:31:11Z ok [cloud] 23.1s events: - | eq=9630.4 pos=2
2026-08-30 21:46:11Z RF ok: - | C2=12365.5 C3b=14213.91
2026-08-30 21:46:11Z ok [cloud] 21.8s events: - | eq=9612.76 pos=2
2026-08-30 22:00:52Z RF ok: - | C2=12365.5 C3b=14213.91
2026-08-30 22:00:52Z ok [cloud] 22.1s events: - | eq=9612.04 pos=2
2026-08-30 22:16:08Z RF ok: - | C2=12365.5 C3b=14213.91
2026-08-30 22:16:08Z ok [cloud] 26.2s events: - | eq=9605.44 pos=2
2026-08-30 22:31:05Z RF ok: - | C2=12365.5 C3b=14213.91
2026-08-30 22:31:05Z ok [cloud] 24.1s events: - | eq=9571.15 pos=2
2026-08-30 22:46:00Z RF ok: - | C2=12365.5 C3b=14213.91
2026-08-30 22:46:00Z ok [cloud] 23.2s events: - | eq=9590 pos=2
2026-08-30 22:58:45Z RF ok: - | C2=12365.5 C3b=14213.91
2026-08-30 22:58:45Z ok [cloud] 22.1s events: - | eq=9599.39 pos=2
2026-08-30 23:01:04Z RF ok: - | C2=12365.5 C3b=14213.91
2026-08-30 23:01:04Z ok [cloud] 22.6s events: - | eq=9574.05 pos=2
2026-08-30 23:13:45Z RF ok: - | C2=12365.5 C3b=14213.91
2026-08-30 23:13:45Z ok [cloud] 21.7s events: - | eq=9578.01 pos=2
2026-08-30 23:15:55Z RF ok: - | C2=12365.5 C3b=14213.91
2026-08-30 23:15:55Z ok [cloud] 22.2s events: - | eq=9577.71 pos=2
2026-08-30 23:24:53Z RF ok: - | C2=12365.5 C3b=14213.91
2026-08-30 23:24:53Z ok [cloud] 22.1s events: EXIT T28 BTC-USDT stop -108.96 USD | eq=9498.87 pos=1
2026-08-30 23:30:43Z RF ok: - | C2=12365.5 C3b=14213.91
2026-08-30 23:30:43Z ok [cloud] 11.6s events: EXIT T26 AVAX-USDT stop -103.97 USD | eq=9478.4 pos=0
2026-08-30 23:42:49Z RF ok: - | C2=12365.5 C3b=14213.91
2026-08-30 23:42:49Z ok [cloud] 3.4s events: - | eq=9478.4 pos=0
2026-08-30 23:45:31Z RF ok: - | C2=12365.5 C3b=14213.91
2026-08-30 23:45:31Z ok [cloud] 2.8s events: - | eq=9478.4 pos=0
2026-08-30 23:47:35Z RF ok: - | C2=12365.5 C3b=14213.91
2026-08-30 23:47:35Z ok [cloud] 2.8s events: - | eq=9478.4 pos=0
2026-08-31 00:02:50Z scan 4h bar=2026-08-30 20:00: pass=0/20, near=DOT-USDT 7/6 (miss: btcFilter), btc=up fng=62 flat=off
2026-08-31 00:02:53Z RF ok: - | C2=12365.5 C3b=14213.91
2026-08-31 00:02:53Z ok [cloud] 109.4s events: - | eq=9478.4 pos=0
2026-08-31 00:15:39Z RF ok: - | C2=12365.5 C3b=14213.91
2026-08-31 00:15:39Z ok [cloud] 3.2s events: - | eq=9478.4 pos=0
2026-08-31 00:30:38Z RF ok: - | C2=12365.5 C3b=14213.91
2026-08-31 00:30:39Z ok [cloud] 4.4s events: - | eq=9478.4 pos=0
2026-08-31 00:45:35Z RF ok: - | C2=12365.5 C3b=14213.91
2026-08-31 00:45:35Z ok [cloud] 3.3s events: - | eq=9478.4 pos=0
2026-08-31 01:00:32Z RF ok: - | C2=12365.5 C3b=14213.91
2026-08-31 01:00:32Z ok [cloud] 2.9s events: - | eq=9478.4 pos=0
2026-08-31 01:15:32Z RF ok: - | C2=12365.5 C3b=14213.91
2026-08-31 01:15:32Z ok [cloud] 3s events: - | eq=9478.4 pos=0
2026-08-31 01:30:33Z RF ok: - | C2=12365.5 C3b=14213.91
2026-08-31 01:30:33Z ok [cloud] 3.4s events: - | eq=9478.4 pos=0
2026-08-31 01:37:14Z RF ok: - | C2=12365.5 C3b=14213.91
2026-08-31 01:37:14Z ok [cloud] 3.1s events: - | eq=9478.4 pos=0
2026-08-31 01:45:36Z RF ok: - | C2=12365.5 C3b=14213.91
2026-08-31 01:45:36Z ok [cloud] 2.9s events: - | eq=9478.4 pos=0
2026-08-31 02:00:37Z RF ok: - | C2=12365.5 C3b=14213.91
2026-08-31 02:00:38Z ok [cloud] 3.5s events: - | eq=9478.4 pos=0
2026-08-31 02:15:34Z RF ok: - | C2=12365.5 C3b=14213.91
2026-08-31 02:15:34Z ok [cloud] 3.1s events: - | eq=9478.4 pos=0
2026-08-31 02:30:38Z RF ok: - | C2=12365.5 C3b=14213.91
2026-08-31 02:30:38Z ok [cloud] 3.6s events: - | eq=9478.4 pos=0
2026-08-31 02:45:35Z RF ok: - | C2=12365.5 C3b=14213.91
2026-08-31 02:45:35Z ok [cloud] 2.8s events: - | eq=9478.4 pos=0
2026-08-31 03:00:34Z RF ok: - | C2=12365.5 C3b=14213.91
2026-08-31 03:00:34Z ok [cloud] 3.3s events: - | eq=9478.4 pos=0
2026-08-31 03:15:43Z RF ok: - | C2=12365.5 C3b=14213.91
2026-08-31 03:15:43Z ok [cloud] 3s events: - | eq=9478.4 pos=0
2026-08-31 03:30:32Z RF ok: - | C2=12365.5 C3b=14213.91
2026-08-31 03:30:32Z ok [cloud] 3.6s events: - | eq=9478.4 pos=0
2026-08-31 03:45:43Z RF ok: - | C2=12365.5 C3b=14213.91
2026-08-31 03:45:43Z ok [cloud] 3.3s events: - | eq=9478.4 pos=0
2026-08-31 04:03:11Z scan 4h bar=2026-08-31 00:00: pass=0/20, near=BTC-USDT 7/6 (miss: triggerBar), btc=up fng=62 flat=off
2026-08-31 04:03:14Z RF ok: - | C2=12365.5 C3b=14213.91
2026-08-31 04:03:14Z ok [cloud] 124.2s events: - | eq=9478.4 pos=0
2026-08-31 04:15:36Z RF ok: - | C2=12276.9 C3b=14060.44
2026-08-31 04:15:36Z ok [cloud] 3.5s events: - | eq=9478.4 pos=0
2026-08-31 04:30:36Z RF ok: RF EXIT [C2/core] R19 GOLD stop -146.15; RF EXIT [C3b/core] R20 GOLD stop -248.84 | C2=12275.78 C3b=14058.51
2026-08-31 04:30:36Z ok [cloud] 4.1s events: - | eq=9478.4 pos=0
2026-08-31 04:45:29Z RF ok: - | C2=12275.78 C3b=14058.51
2026-08-31 04:45:29Z ok [cloud] 2.8s events: - | eq=9478.4 pos=0
2026-08-31 05:00:34Z RF ok: - | C2=12275.78 C3b=14058.51
2026-08-31 05:00:34Z ok [cloud] 2.9s events: - | eq=9478.4 pos=0
2026-08-31 05:15:33Z RF ok: - | C2=12188.97 C3b=13903.42
2026-08-31 05:15:33Z ok [cloud] 3s events: - | eq=9478.4 pos=0
2026-08-31 05:30:30Z RF ok: - | C2=12188.97 C3b=13903.42
2026-08-31 05:30:30Z ok [cloud] 3.5s events: - | eq=9478.4 pos=0
2026-08-31 05:45:45Z RF ok: - | C2=12188.97 C3b=13903.42
2026-08-31 05:45:45Z ok [cloud] 3.5s events: - | eq=9478.4 pos=0
2026-08-31 06:00:34Z RF ok: - | C2=12188.97 C3b=13903.42
2026-08-31 06:00:34Z ok [cloud] 3.1s events: - | eq=9478.4 pos=0
2026-08-31 06:15:42Z RF ok: - | C2=12150.58 C3b=13833.7
2026-08-31 06:15:42Z ok [cloud] 3.5s events: - | eq=9478.4 pos=0
2026-08-31 06:30:39Z RF ok: - | C2=12150.58 C3b=13833.7
2026-08-31 06:30:39Z ok [cloud] 4.2s events: - | eq=9478.4 pos=0
2026-08-31 06:45:29Z RF ok: - | C2=12150.58 C3b=13833.7
2026-08-31 06:45:29Z ok [cloud] 2.7s events: - | eq=9478.4 pos=0
2026-08-31 07:00:35Z RF ok: - | C2=12150.58 C3b=13833.7
2026-08-31 07:00:35Z ok [cloud] 3s events: - | eq=9478.4 pos=0
2026-08-31 07:15:34Z RF ok: - | C2=12232.34 C3b=13979.72
2026-08-31 07:15:34Z ok [cloud] 2.6s events: - | eq=9478.4 pos=0
2026-08-31 07:30:36Z RF ok: - | C2=12232.34 C3b=13979.72
2026-08-31 07:30:36Z ok [cloud] 4.6s events: - | eq=9478.4 pos=0
2026-08-31 07:41:08Z RF ok: - | C2=12232.34 C3b=13979.72
2026-08-31 07:41:08Z ok [cloud] 3.7s events: - | eq=9478.4 pos=0
2026-08-31 07:45:45Z RF ok: - | C2=12232.34 C3b=13979.72
2026-08-31 07:45:45Z ok [cloud] 4.4s events: - | eq=9478.4 pos=0
2026-08-31 08:03:29Z scan 4h bar=2026-08-31 04:00: pass=0/20, near=BTC-USDT 7/6 (miss: triggerBar), btc=up fng=62 flat=off
2026-08-31 08:03:33Z RF ok: - | C2=12232.34 C3b=13979.72
2026-08-31 08:03:33Z ok [cloud] 144.4s events: - | eq=9478.4 pos=0
2026-08-31 08:15:33Z RF ok: - | C2=12136.05 C3b=13807.69
2026-08-31 08:15:33Z ok [cloud] 2.4s events: - | eq=9478.4 pos=0
2026-08-31 08:30:33Z RF ok: - | C2=12136.05 C3b=13807.69
2026-08-31 08:30:34Z ok [cloud] 4.7s events: - | eq=9478.4 pos=0
2026-08-31 08:45:47Z RF ok: - | C2=12136.05 C3b=13807.69
2026-08-31 08:45:47Z ok [cloud] 3s events: - | eq=9478.4 pos=0
2026-08-31 09:00:31Z RF ok: - | C2=12136.05 C3b=13807.69
2026-08-31 09:00:32Z ok [cloud] 3.6s events: - | eq=9478.4 pos=0
2026-08-31 09:15:33Z RF ok: - | C2=12158.12 C3b=13847.71
2026-08-31 09:15:33Z ok [cloud] 2.7s events: - | eq=9478.4 pos=0
2026-08-31 09:30:37Z RF ok: - | C2=12158.12 C3b=13847.71
2026-08-31 09:30:37Z ok [cloud] 3.1s events: - | eq=9478.4 pos=0
2026-08-31 09:45:33Z RF ok: - | C2=12158.12 C3b=13847.71
2026-08-31 09:45:33Z ok [cloud] 3.1s events: - | eq=9478.4 pos=0
2026-08-31 10:00:44Z RF ok: - | C2=12158.12 C3b=13847.71
2026-08-31 10:00:44Z ok [cloud] 2.9s events: - | eq=9478.4 pos=0
2026-08-31 10:15:33Z RF ok: - | C2=12129.88 C3b=13798.07
2026-08-31 10:15:33Z ok [cloud] 2.6s events: - | eq=9478.4 pos=0
2026-08-31 10:30:46Z RF ok: - | C2=12129.88 C3b=13798.07
2026-08-31 10:30:46Z ok [cloud] 3.3s events: - | eq=9478.4 pos=0
2026-08-31 10:43:24Z RF ok: - | C2=12129.88 C3b=13798.07
2026-08-31 10:43:24Z ok [cloud] 2.7s events: - | eq=9478.4 pos=0
2026-08-31 10:45:35Z RF ok: - | C2=12129.88 C3b=13798.07
2026-08-31 10:45:35Z ok [cloud] 3s events: - | eq=9478.4 pos=0
2026-08-31 11:00:41Z RF ok: - | C2=12129.88 C3b=13798.07
2026-08-31 11:00:41Z ok [cloud] 3s events: - | eq=9478.4 pos=0
2026-08-31 11:15:41Z RF ok: - | C2=12159.24 C3b=13849.85
2026-08-31 11:15:41Z ok [cloud] 3.6s events: - | eq=9478.4 pos=0
2026-08-31 11:30:33Z RF ok: - | C2=12159.24 C3b=13849.85
2026-08-31 11:30:33Z ok [cloud] 3.2s events: - | eq=9478.4 pos=0
2026-08-31 11:45:40Z RF ok: - | C2=12159.24 C3b=13849.85
2026-08-31 11:45:40Z ok [cloud] 2.8s events: - | eq=9478.4 pos=0
2026-08-31 12:02:57Z scan 4h bar=2026-08-31 08:00: pass=1/20 (BTC-USDT long), btc=up fng=62 flat=off
2026-08-31 12:03:04Z RF ok: - | C2=12159.24 C3b=13849.85
2026-08-31 12:03:04Z ok [cloud] 121.6s events: ENTRY T30 BTC-USDT long | eq=9474.19 pos=1
2026-08-31 12:15:53Z RF ok: - | C2=12228.36 C3b=13972.63
2026-08-31 12:15:53Z ok [cloud] 15s events: - | eq=9471.76 pos=1
2026-08-31 12:30:45Z RF ok: - | C2=12228.36 C3b=13972.63
2026-08-31 12:30:45Z ok [cloud] 14.6s events: - | eq=9448.16 pos=1
2026-08-31 12:45:45Z RF ok: - | C2=12228.36 C3b=13972.63
2026-08-31 12:45:45Z ok [cloud] 13.6s events: - | eq=9435.23 pos=1
2026-08-31 13:00:47Z RF ok: - | C2=12228.36 C3b=13972.63
2026-08-31 13:00:47Z ok [cloud] 15.2s events: - | eq=9443.47 pos=1
2026-08-31 13:15:46Z RF ok: - | C2=12151.19 C3b=13835.57
2026-08-31 13:15:46Z ok [cloud] 13.5s events: - | eq=9448.88 pos=1
2026-08-31 13:30:46Z RF ok: - | C2=12151.19 C3b=13835.57
2026-08-31 13:30:47Z ok [cloud] 15.6s events: - | eq=9456.46 pos=1
2026-08-31 13:45:49Z RF ok: - | C2=12151.19 C3b=13835.57
2026-08-31 13:45:49Z ok [cloud] 13.8s events: - | eq=9443.01 pos=1
2026-08-31 14:00:47Z RF ok: - | C2=12151.19 C3b=13835.57
2026-08-31 14:00:47Z ok [cloud] 13.8s events: - | eq=9437.26 pos=1
2026-08-31 14:15:54Z RF ok: - | C2=11996.1 C3b=13559.06
2026-08-31 14:15:54Z ok [cloud] 14s events: - | eq=9436.64 pos=1
2026-08-31 14:31:00Z RF ok: - | C2=11996.1 C3b=13559.06
2026-08-31 14:31:00Z ok [cloud] 20.6s events: - | eq=9448.07 pos=1
2026-08-31 14:46:15Z RF ok: - | C2=11996.1 C3b=13559.06
2026-08-31 14:46:15Z ok [cloud] 17s events: - | eq=9475.94 pos=1
2026-08-31 15:00:49Z RF ok: - | C2=11996.1 C3b=13559.06
2026-08-31 15:00:49Z ok [cloud] 14.7s events: - | eq=9484.48 pos=1
2026-08-31 15:15:56Z RF ok: - | C2=12034.75 C3b=13627.01
2026-08-31 15:15:56Z ok [cloud] 13.6s events: - | eq=9462.72 pos=1
2026-08-31 15:29:06Z RF ok: - | C2=12034.75 C3b=13627.01
2026-08-31 15:29:06Z ok [cloud] 20.8s events: - | eq=9479.42 pos=1
2026-08-31 15:30:40Z RF ok: - | C2=12034.75 C3b=13627.01
2026-08-31 15:30:40Z ok [cloud] 13.6s events: - | eq=9473.86 pos=1
2026-08-31 15:45:39Z RF ok: - | C2=12034.75 C3b=13627.01
2026-08-31 15:45:39Z ok [cloud] 13.2s events: - | eq=9486.73 pos=1
2026-08-31 16:03:41Z scan 4h bar=2026-08-31 12:00: pass=1/20 (ETH-USDT long), btc=up fng=62 flat=off
2026-08-31 16:03:51Z RF ok: - | C2=12034.75 C3b=13627.01
2026-08-31 16:03:51Z ok [cloud] 167.3s events: ENTRY T31 ETH-USDT long | eq=9478.65 pos=2
2026-08-31 16:15:54Z RF ok: - | C2=11912.01 C3b=13402.67
2026-08-31 16:15:54Z ok [cloud] 22s events: - | eq=9475.01 pos=2
2026-08-31 16:30:55Z RF ok: - | C2=11912.01 C3b=13402.67
2026-08-31 16:30:55Z ok [cloud] 22.1s events: - | eq=9480.94 pos=2
2026-08-31 16:45:53Z RF ok: - | C2=11912.01 C3b=13402.67
2026-08-31 16:45:53Z ok [cloud] 21.4s events: - | eq=9492.72 pos=2
2026-08-31 17:01:15Z RF ok: - | C2=11912.01 C3b=13402.67
2026-08-31 17:01:15Z ok [cloud] 24.8s events: - | eq=9483.02 pos=2
2026-08-31 17:16:05Z RF ok: - | C2=11926.47 C3b=13430.23
2026-08-31 17:16:05Z ok [cloud] 22.3s events: - | eq=9489.63 pos=2
2026-08-31 17:30:55Z RF ok: - | C2=11926.47 C3b=13430.23
2026-08-31 17:30:55Z ok [cloud] 22.2s events: - | eq=9470.28 pos=2
2026-08-31 17:46:04Z RF ok: - | C2=11926.47 C3b=13430.23
2026-08-31 17:46:04Z ok [cloud] 22.7s events: - | eq=9498.96 pos=2
2026-08-31 18:00:57Z RF ok: - | C2=11926.47 C3b=13430.23
2026-08-31 18:00:57Z ok [cloud] 22.2s events: - | eq=9501.87 pos=2
2026-08-31 18:15:55Z RF ok: - | C2=11940.02 C3b=13453.19
2026-08-31 18:15:55Z ok [cloud] 21.9s events: - | eq=9507.38 pos=2
2026-08-31 18:31:02Z RF ok: - | C2=11940.02 C3b=13453.19
2026-08-31 18:31:02Z ok [cloud] 23.4s events: - | eq=9501.98 pos=2
2026-08-31 18:43:42Z RF ok: - | C2=11940.02 C3b=13453.19
2026-08-31 18:43:42Z ok [cloud] 21.3s events: - | eq=9527.42 pos=2
2026-08-31 18:46:05Z RF ok: - | C2=11940.02 C3b=13453.19
2026-08-31 18:46:06Z ok [cloud] 21.9s events: - | eq=9530.25 pos=2
2026-08-31 18:58:49Z RF ok: - | C2=11940.02 C3b=13453.19
2026-08-31 18:58:49Z ok [cloud] 23.2s events: - | eq=9521.63 pos=2
2026-08-31 19:00:54Z RF ok: - | C2=11940.02 C3b=13453.19
2026-08-31 19:00:54Z ok [cloud] 22.6s events: - | eq=9523.34 pos=2
2026-08-31 19:13:47Z RF ok: - | C2=11940.02 C3b=13453.19
2026-08-31 19:13:47Z ok [cloud] 21.5s events: - | eq=9542.5 pos=2
2026-08-31 19:16:00Z RF ok: - | C2=11955.73 C3b=13481.6
2026-08-31 19:16:00Z ok [cloud] 28.4s events: - | eq=9533.91 pos=2
2026-08-31 19:29:30Z RF ok: - | C2=11955.73 C3b=13481.6
2026-08-31 19:29:30Z ok [cloud] 29.1s events: - | eq=9531.9 pos=2
2026-08-31 19:30:59Z RF ok: - | C2=11955.73 C3b=13481.6
2026-08-31 19:30:59Z ok [cloud] 22.3s events: - | eq=9536.48 pos=2
2026-08-31 19:43:50Z RF ok: - | C2=11955.73 C3b=13481.6
2026-08-31 19:43:50Z ok [cloud] 22.4s events: - | eq=9517.48 pos=2
2026-08-31 19:45:56Z RF ok: - | C2=11955.73 C3b=13481.6
2026-08-31 19:45:56Z ok [cloud] 21.6s events: - | eq=9518.99 pos=2
2026-08-31 19:58:50Z RF ok: - | C2=11955.73 C3b=13481.6
2026-08-31 19:58:50Z ok [cloud] 22.7s events: - | eq=9517.98 pos=2
2026-08-31 20:03:15Z scan 4h bar=2026-08-31 16:00: pass=1/20 (LINK-USDT long), btc=up fng=62 flat=off
2026-08-31 20:03:22Z RF ok: - | C2=11955.73 C3b=13481.6
2026-08-31 20:03:22Z ok [cloud] 137s events: ENTRY T32 LINK-USDT long | eq=9515.51 pos=3
2026-08-31 20:14:01Z RF ok: - | C2=11955.73 C3b=13481.6
2026-08-31 20:14:01Z ok [cloud] 30.8s events: - | eq=9509.9 pos=3
2026-08-31 20:16:05Z RF ok: - | C2=11970.5 C3b=13507.73
2026-08-31 20:16:05Z ok [cloud] 35.3s events: - | eq=9513.84 pos=3
2026-08-31 20:29:01Z RF ok: - | C2=11970.5 C3b=13507.73
2026-08-31 20:29:01Z ok [cloud] 33.3s events: - | eq=9501.88 pos=3
2026-08-31 20:31:10Z RF ok: - | C2=11970.5 C3b=13507.73
2026-08-31 20:31:10Z ok [cloud] 30.4s events: - | eq=9501.71 pos=3
2026-08-31 20:43:57Z RF ok: - | C2=11970.5 C3b=13507.73
2026-08-31 20:43:57Z ok [cloud] 30.5s events: - | eq=9500.96 pos=3
2026-08-31 20:46:07Z RF ok: - | C2=11970.5 C3b=13507.73
2026-08-31 20:46:07Z ok [cloud] 30.2s events: - | eq=9497.9 pos=3
2026-08-31 20:59:09Z RF ok: - | C2=11970.5 C3b=13507.73
2026-08-31 20:59:09Z ok [cloud] 39s events: - | eq=9488.37 pos=3
2026-08-31 21:02:34Z RF ok: - | C2=11970.5 C3b=13507.73
2026-08-31 21:02:34Z ok [cloud] 30.9s events: - | eq=9475.9 pos=3
2026-08-31 21:13:57Z RF ok: - | C2=11970.5 C3b=13507.73
2026-08-31 21:13:57Z ok [cloud] 29.9s events: - | eq=9478.84 pos=3
2026-08-31 21:16:15Z RF ok: RF ROLL [C2/setA] BR BRU6->BRV6; RF ROLL [C3b/setA] BR BRU6->BRV6; RF SIGNAL [C2/core] COCOA long @close 584.3; RF SIGNAL [C3b/core] COCOA long @close 584.3 | C2=11976.16 C3b=13516.65
2026-08-31 21:16:15Z ok [cloud] 38s events: - | eq=9477.87 pos=3
2026-08-31 21:28:57Z RF ok: - | C2=11976.16 C3b=13516.65
2026-08-31 21:28:57Z ok [cloud] 30.6s events: - | eq=9504.2 pos=3
2026-08-31 21:31:23Z RF ok: - | C2=11976.16 C3b=13516.65
2026-08-31 21:31:23Z ok [cloud] 38.6s events: - | eq=9516.23 pos=3
2026-08-31 21:43:56Z RF ok: - | C2=11976.16 C3b=13516.65
2026-08-31 21:43:56Z ok [cloud] 29.4s events: - | eq=9507.95 pos=3
2026-08-31 21:46:02Z RF ok: - | C2=11976.16 C3b=13516.65
2026-08-31 21:46:02Z ok [cloud] 29.4s events: - | eq=9516.41 pos=3
2026-08-31 21:59:07Z RF ok: - | C2=11976.16 C3b=13516.65
